contract_number,client_account,S3_full_path,file_name,doc_type,S3_vectors,OpenSearch
62034,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/62034/Cotivity COVID-19 CVS Health WFH CW2241329.DOCX - signed.pdf,Cotivity COVID-19 CVS Health WFH CW2241329.DOCX - signed.pdf,Letter,True,--
62034,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/62034/EXTERNAL EMAIL - USE CAUTION FW Visionary Work-from-home Coding - Please Approve.msg,EXTERNAL EMAIL - USE CAUTION FW Visionary Work-from-home Coding - Please Approve.msg,Letter,True,--
60777,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60777/Aetna RA Letter Agreement edits per 3.1.21 call - Aetna Redline.docx,Aetna RA Letter Agreement edits per 3.1.21 call - Aetna Redline.docx,Other,True,--
60777,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60777/Aetna life Insurance-Cotiviti-Other-DS-05032021-Dynamics_60777.pdf,Aetna life Insurance-Cotiviti-Other-DS-05032021-Dynamics_60777.pdf,Other,True,--
60777,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60777/Aetna-Cotiviti- RA Letter Agreement (bd edit).docx,Aetna-Cotiviti- RA Letter Agreement (bd edit).docx,Other,True,--
60777,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60777/Aetna-Cotiviti- RA Letter Agreement-FINAL.docx,Aetna-Cotiviti- RA Letter Agreement-FINAL.docx,Other,True,--
60777,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60777/CW2373836 - Aetna- Cotiviti- Financial Settlement Agreement to Schedule 17 - 2019-2022.docx - signed.pdf,CW2373836 - Aetna- Cotiviti- Financial Settlement Agreement to Schedule 17 - 2019-2022.docx - signed.pdf,Other,True,--
60777,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60777/Dynamics_60777_Please_review_and_sign_your_do_signed.pdf,Dynamics_60777_Please_review_and_sign_your_do_signed.pdf,Other,True,--
60777,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60777/RE Aetna MRA Settlement 2019.msg,RE Aetna MRA Settlement 2019.msg,Other,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna - Cotiviti - Letter - JK - 05032021 - Dynamics 61586.pdf,Aetna - Cotiviti - Letter - JK - 05032021 - Dynamics 61586.pdf,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.20.2021(CVS Edits) (003)_LW v2.docx,Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.20.2021(CVS Edits) (003)_LW v2.docx,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.20.2021(CVS Edits) (003)_LW.docx,Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.20.2021(CVS Edits) (003)_LW.docx,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.20.2021(CVS Edits).docx,Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.20.2021(CVS Edits).docx,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.27.2021.docx,Aetna -Cotiviti-Amendment No. 2 to Schedule 11-4.27.2021.docx,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna AMD#2 to Schedule #11 4-8-21.docx,Aetna AMD#2 to Schedule #11 4-8-21.docx,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna AMD#29 Retro Analysis 3-27-21.docx,Aetna AMD#29 Retro Analysis 3-27-21.docx,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna AMD#29 Retro Analysis 3-31-21.docx,Aetna AMD#29 Retro Analysis 3-31-21.docx,Amendment,True,--
61586,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61586/Aetna-Cotiviti-Amendment No. 2 to Schedule 11 - 4.15.2021(CVSedits_ad).docx,Aetna-Cotiviti-Amendment No. 2 to Schedule 11 - 4.15.2021(CVSedits_ad).docx,Amendment,True,--
61586,Aetna Life Insurance Company,"s3://ml-legal-restricted/contract-docs/61586/CW2412747 - Aetna-Cotiviti, Inc (fka Connolly) -Amendment No. 2 to Schedule No. 11 - 2021.pdf","CW2412747 - Aetna-Cotiviti, Inc (fka Connolly) -Amendment No. 2 to Schedule No. 11 - 2021.pdf",Amendment,True,--
63518,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63518/53250_Aetna Eliza RCA Update Amendment 040121.pdf,53250_Aetna Eliza RCA Update Amendment 040121.pdf,Amendment,True,--
63516,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63516/51553_SIGNED_Aetna Life Insurance Company - CO7 to SOW54 - 4289 (13598)_approved.pdf,51553_SIGNED_Aetna Life Insurance Company - CO7 to SOW54 - 4289 (13598)_approved.pdf,Work Order / Change Request,True,--
60900,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60900/Aetna - Cotiviti SIU Audits SOW-2021-2024 CW2408764 - signed.pdf,Aetna - Cotiviti SIU Audits SOW-2021-2024 CW2408764 - signed.pdf,SOW,True,--
60900,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60900/Aetna AMD#29 SIU Audits 12-20-20.docx,Aetna AMD#29 SIU Audits 12-20-20.docx,SOW,True,--
61691,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61691/Aetna Life Insurance - Cotiviti - Data Destruction Certificate - DS - 04092021 - Dynamics_61691.pdf,Aetna Life Insurance - Cotiviti - Data Destruction Certificate - DS - 04092021 - Dynamics_61691.pdf,Statement of Destruction,True,--
61691,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61691/DD_2021-021_Statement_of_Destruction_Working_Copy.docx,DD_2021-021_Statement_of_Destruction_Working_Copy.docx,Statement of Destruction,True,--
61691,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61691/Dynamics_61691__Please_review_and_sign_your_d_signed.pdf,Dynamics_61691__Please_review_and_sign_your_d_signed.pdf,Statement of Destruction,True,--
61691,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61691/RE DD 2021- 021 - Errant Data Received into Aetna Encounter Data System from Third Party CSSC Operations.msg,RE DD 2021- 021 - Errant Data Received into Aetna Encounter Data System from Third Party CSSC Operations.msg,Statement of Destruction,True,--
61691,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61691/RE Urgent ENC0015 277CA.msg,RE Urgent ENC0015 277CA.msg,Statement of Destruction,True,--
61339,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61339/AMD#8 to Schedule 15 3-1-21.docx,AMD#8 to Schedule 15 3-1-21.docx,Amendment,True,--
61339,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61339/Aetna - Cotiviti - Amendment 10 - JK - 10042021 - Dynamics_61339.pdf,Aetna - Cotiviti - Amendment 10 - JK - 10042021 - Dynamics_61339.pdf,Amendment,True,--
61339,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61339/Aetna AMD#10 to Schedule 15 8-17-21.docx,Aetna AMD#10 to Schedule 15 8-17-21.docx,Amendment,True,--
63515,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63515/49002_SIGNED_Aetna Mercy Care Plan - CO2 to SOW115 - 4215 (13213).pdf,49002_SIGNED_Aetna Mercy Care Plan - CO2 to SOW115 - 4215 (13213).pdf,Work Order / Change Request,True,--
63514,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63514/48938_SIGNED_Aetna - CO1 to SOW001 - 4208 Medicaid IlliniCare Welcome - 012521 (13180).pdf,48938_SIGNED_Aetna - CO1 to SOW001 - 4208 Medicaid IlliniCare Welcome - 012521 (13180).pdf,Work Order / Change Request,True,--
63513,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63513/48716_Aetna 2021 Medicaid Onshoring Attestation 010721 (13186).pdf,48716_Aetna 2021 Medicaid Onshoring Attestation 010721 (13186).pdf,Attestation,True,--
61293,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/61293/Aetna Life Insurance Company - Cotiviti - Amendment 4 - DS - 03312021 - Dynamics 61293.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 4 - DS - 03312021 - Dynamics 61293.pdf,Amendment,True,--
63511,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63511/46977_SIGNED_Aetna Life Insurance Company - CO12 to SOW57 - 4125 - 11_12_2020 (1).pdf,46977_SIGNED_Aetna Life Insurance Company - CO12 to SOW57 - 4125 - 11_12_2020 (1).pdf,Work Order / Change Request,True,--
60923,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60923/ABHCA Vendor-Subcontractors Checklist 12-20-21.docx,ABHCA Vendor-Subcontractors Checklist 12-20-21.docx,Attestation,True,--
60923,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60923/ABHCA Vendor-Subcontractors Checklist 12-21-2020.docx,ABHCA Vendor-Subcontractors Checklist 12-21-2020.docx,Attestation,True,--
60923,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60923/ABHCA Vendor-Subcontractors Checklist_Cotiviti PPM (PCA) .docx,ABHCA Vendor-Subcontractors Checklist_Cotiviti PPM (PCA) .docx,Attestation,True,--
63509,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63509/46035_SIGNED_Aetna Life Insurance Company - CO1 to SOW63 - 4115 - 11_2_2020SPja (1).pdf,46035_SIGNED_Aetna Life Insurance Company - CO1 to SOW63 - 4115 - 11_2_2020SPja (1).pdf,Work Order / Change Request,True,--
63507,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63507/45483_SIGNED_Aetna Life Insurance Company - CO4 to SOW65 - 4096 - 10.26.20.pdf,45483_SIGNED_Aetna Life Insurance Company - CO4 to SOW65 - 4096 - 10.26.20.pdf,Work Order / Change Request,True,--
60469,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60469/Aetna Life Insurance Company - Cotiviti - Attestation - JK - 10262020 - Dynamics_60469.pdf,Aetna Life Insurance Company - Cotiviti - Attestation - JK - 10262020 - Dynamics_60469.pdf,Attestation,True,--
60469,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60469/Dynamics_60469__Please_review_and_sign_your_d_signed.pdf,Dynamics_60469__Please_review_and_sign_your_d_signed.pdf,Attestation,True,--
60469,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60469/OH RFA Subcontractor Attestation Form redline 10-19-20.docx,OH RFA Subcontractor Attestation Form redline 10-19-20.docx,Attestation,True,--
60469,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60469/OH RFA Subcontractor Attestation Form.docx,OH RFA Subcontractor Attestation Form.docx,Attestation,True,--
60469,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60469/OH RFA Subcontractor Information_2_cotiviti.pdf,OH RFA Subcontractor Information_2_cotiviti.pdf,Attestation,True,--
60345,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60345/Aetna AMD#28 10-1-20.docx,Aetna AMD#28 10-1-20.docx,Amendment,True,--
60345,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60345/Aetna AMD#28 10-12-20.pdf,Aetna AMD#28 10-12-20.pdf,Amendment,True,--
60345,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60345/Aetna Life Insurance Company - Cotiviti - Amendment 28 - JK - 10122020 - Dynamics_60345.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 28 - JK - 10122020 - Dynamics_60345.pdf,Amendment,True,--
60345,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60345/CW2372045 Aetna - Cotiviti Amendment No. 28 to Health Care Tech. Services Agreement- 2020 - signed.pdf (SECURED).pdf,CW2372045 Aetna - Cotiviti Amendment No. 28 to Health Care Tech. Services Agreement- 2020 - signed.pdf (SECURED).pdf,Amendment,True,--
60345,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60345/Cotiviti-Amendment No. 28 to Health Care Tech. Services Agreement-9.28.2020.docx,Cotiviti-Amendment No. 28 to Health Care Tech. Services Agreement-9.28.2020.docx,Amendment,True,--
60290,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60290/Aetna Life Insurance Company - Cotiviti -  Amendment 7 - JK - 09302020 - Dynamics_60290.pdf,Aetna Life Insurance Company - Cotiviti -  Amendment 7 - JK - 09302020 - Dynamics_60290.pdf,Amendment,True,--
60288,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60288/Aetna Life Insurance Company - Cotiviti - Amendment 27 - JK - 09302020 - Dynamics_60288.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 27 - JK - 09302020 - Dynamics_60288.pdf,Amendment,True,--
60287,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60287/Aetna_Umbrella Amendment - Cotiviti - Amendment 1 - JK - 09302020 - Dynamics_60287.pdf,Aetna_Umbrella Amendment - Cotiviti - Amendment 1 - JK - 09302020 - Dynamics_60287.pdf,Amendment,True,--
63512,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63512/49608_Aetna KY Foster Care Engage & Transfer SOW 092320.pdf,49608_Aetna KY Foster Care Engage & Transfer SOW 092320.pdf,SOW,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Amendment 22 12-3-19.docx,Aetna Amendment 22 12-3-19.docx,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Amendment 22 5-12-20 (Empel Edits).docx,Aetna Amendment 22 5-12-20 (Empel Edits).docx,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Amendment 22 5-12-20.docx,Aetna Amendment 22 5-12-20.docx,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Amendment 22 5-12-20v.4.docx,Aetna Amendment 22 5-12-20v.4.docx,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Amendment 22 5-13-20_rev.docx,Aetna Amendment 22 5-13-20_rev.docx,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Amendment 22 redline 5-21-20.docx,Aetna Amendment 22 redline 5-21-20.docx,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/Aetna Life Insurance Company - Cotiviti - Amendment 26 - JK - 08282020 - Dynamics 58164.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 26 - JK - 08282020 - Dynamics 58164.pdf,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/CW2354103 - Aetna-Cotiviti Inc-Amendment No. 26 (Data Retention) to Healthcare Technology Services Agreement-2020.docx - signed.pdf,CW2354103 - Aetna-Cotiviti Inc-Amendment No. 26 (Data Retention) to Healthcare Technology Services Agreement-2020.docx - signed.pdf,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/RE Aetna request for SLA - Test Data retentiondestruction.msg,RE Aetna request for SLA - Test Data retentiondestruction.msg,Amendment,True,--
58164,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58164/RE Client Request for TEST data retention in 3 QA environments - Aetna.msg,RE Client Request for TEST data retention in 3 QA environments - Aetna.msg,Amendment,True,--
63505,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63505/42378_Aetna-St of IL-Financial_Disclosures_and_Conflicts_of_Interest_V.15.2_(Eliza Corp) 082520 (12107).pdf,42378_Aetna-St of IL-Financial_Disclosures_and_Conflicts_of_Interest_V.15.2_(Eliza Corp) 082520 (12107).pdf,Attestation,True,--
63503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63503/45208_Aetna IL State Compliance Addendum 081820.pdf,45208_Aetna IL State Compliance Addendum 081820.pdf,Addendum,True,--
63504,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63504/42204_Aetna -Eliza- Change Order No. 1 to Medi-Cal Preventive Outreach Program SOW -FINAL_CW2341056 - signed.pdf,42204_Aetna -Eliza- Change Order No. 1 to Medi-Cal Preventive Outreach Program SOW -FINAL_CW2341056 - signed.pdf,Work Order / Change Request,True,--
63502,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63502/41877_Aetna Onshoring Attestation CERP 3076930 081420 (12040).pdf,41877_Aetna Onshoring Attestation CERP 3076930 081420 (12040).pdf,Attestation,True,--
63501,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63501/41876_Mercy Care 2020 MCA FDR Compliance Packet and Attestations CERP 3076806 081320 (12039).pdf,41876_Mercy Care 2020 MCA FDR Compliance Packet and Attestations CERP 3076806 081320 (12039).pdf,Attestation,True,--
63506,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63506/42968_Aetna- Eliza Corporation-Medicaid Illinicare Welcome  SOW 001 (11966).pdf,42968_Aetna- Eliza Corporation-Medicaid Illinicare Welcome  SOW 001 (11966).pdf,SOW,True,--
60034,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60034/Aenta - Cotiviti Covid-19 Second Offshore Client Letter CW2241329 - signed.pdf,Aenta - Cotiviti Covid-19 Second Offshore Client Letter CW2241329 - signed.pdf,Letter,True,--
60034,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/60034/Aetna Life Insurance Company - Cotiviti - Letter - JK - 0862020 - Dynamics 60034.pdf,Aetna Life Insurance Company - Cotiviti - Letter - JK - 0862020 - Dynamics 60034.pdf,Letter,True,--
59240,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59240/Aetna - Cotiviti - Amendment 5 - SL - 08312020 - Dynamics_59240.pdf,Aetna - Cotiviti - Amendment 5 - SL - 08312020 - Dynamics_59240.pdf,Amendment,True,--
59240,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59240/Aetna - Sentinel AMD 5 - 04-27-20 SEL.docx,Aetna - Sentinel AMD 5 - 04-27-20 SEL.docx,Amendment,True,--
59240,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59240/Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011 SEL Clean.docx,Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011 SEL Clean.docx,Amendment,True,--
59240,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59240/Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011 SEL.docx,Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011 SEL.docx,Amendment,True,--
59240,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59240/Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011- 2020.docx - signed.pdf,Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011- 2020.docx - signed.pdf,Amendment,True,--
59240,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59240/Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011.docx,Aetna-Cotiviti Inc (fka Verisk Health Inc fka Health Risk Partners)- Amendment No. 5 to Schedule No. 011.docx,Amendment,True,--
63499,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63499/40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf,40612_Aetna-CVS SOW 123 CW2341056-Medi-Cal Preventive Outreach Program 070120 (10654).pdf,SOW,True,--
58931,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58931/Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf,Aetna Life Insurance Company - Cotiviti - Amendment 03 - JK - 09252020 - Dynamics_58931.pdf,Amendment,True,--
58931,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58931/Aetna-Cotiviti Inc (fka Connolly)-Amendment No. 3 to Schedule No. 012- 2020 - CW2363911 - unsigned.pdf,Aetna-Cotiviti Inc (fka Connolly)-Amendment No. 3 to Schedule No. 012- 2020 - CW2363911 - unsigned.pdf,Amendment,True,--
58931,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58931/Aetna_Current RCA Position_5_11_2020.docx,Aetna_Current RCA Position_5_11_2020.docx,Amendment,True,--
58931,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58931/COTIVITI-_SCHEUDLE 12 and Amend 01__MEDICAID_(AET 04 24).docx,COTIVITI-_SCHEUDLE 12 and Amend 01__MEDICAID_(AET 04 24).docx,Amendment,True,--
58931,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58931/FW Aetna SCH 12 - Medicaid Contract Discussion .msg,FW Aetna SCH 12 - Medicaid Contract Discussion .msg,Amendment,True,--
58378,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58378/Aetna Amendment 24 PCA Linkage 1-15-20.docx,Aetna Amendment 24 PCA Linkage 1-15-20.docx,Amendment,True,--
58378,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58378/Aetna Amendment 24 PCA Linkage 1-22-20.docx,Aetna Amendment 24 PCA Linkage 1-22-20.docx,Amendment,True,--
58378,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58378/Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf,Aetna-Cotiviti - Amendment 25 - JK - 6222020 - Dynamics_58378.pdf,Amendment,True,--
58378,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58378/CW2354103 - Aetna-Cotiviti Inc- Amendment No. 25 to Heath Care TechnologiesServices Agreement-2020.docx - signed.pdf,CW2354103 - Aetna-Cotiviti Inc- Amendment No. 25 to Heath Care TechnologiesServices Agreement-2020.docx - signed.pdf,Amendment,True,--
63498,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63498/38892_SIGNED_2020 Aetna Medicaid Onshoring Attestation (1).pdf,38892_SIGNED_2020 Aetna Medicaid Onshoring Attestation (1).pdf,Attestation,True,--
59280,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59280/ABH CA Compliance Addendum (Vendor) Revised 021020 (002).docx,ABH CA Compliance Addendum (Vendor) Revised 021020 (002).docx,Addendum,True,--
59280,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59280/Aetna Life Insurance Company - Cotiviti - Addendum - JK - 06012020 - Dynamics 59280.pdf,Aetna Life Insurance Company - Cotiviti - Addendum - JK - 06012020 - Dynamics 59280.pdf,Addendum,True,--
63497,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63497/46088_Aetna CA Compliance Addendum 052720.pdf,46088_Aetna CA Compliance Addendum 052720.pdf,Addendum,True,--
59390,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59390/052620_offshore reporting.pdf,052620_offshore reporting.pdf,Letter,True,--
59390,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59390/Aetna - Cotiviti - offshore letter - 05262020 - JK - Dynamimcs 59390.pdf,Aetna - Cotiviti - offshore letter - 05262020 - JK - Dynamimcs 59390.pdf,Letter,True,--
59390,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59390/Aetna Offshore Approval Letter 5-22-20v.2.docx,Aetna Offshore Approval Letter 5-22-20v.2.docx,Letter,True,--
63496,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63496/36045_Aetna Life Insurance Company - CO6 to SOW68 040820 (11014).pdf,36045_Aetna Life Insurance Company - CO6 to SOW68 040820 (11014).pdf,Work Order / Change Request,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna A#4 to Schedule 15 1-17-20.doc,Aetna A#4 to Schedule 15 1-17-20.doc,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna A#4 to Schedule 15 2-7-20v.2_(AET 02 18_v2).docx,Aetna A#4 to Schedule 15 2-7-20v.2_(AET 02 18_v2).docx,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna A#5 to Schedule 15 redline 2-18-20.docx,Aetna A#5 to Schedule 15 redline 2-18-20.docx,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna A#5 to Schedule 15 redline 2-18-20_lw02212020.docx,Aetna A#5 to Schedule 15 redline 2-18-20_lw02212020.docx,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna A#5 to Schedule 15 redline 2-25-20.docx,Aetna A#5 to Schedule 15 redline 2-25-20.docx,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna A#5 to Schedule 15 redline 2-25-20_(AET 03 30).docx,Aetna A#5 to Schedule 15 redline 2-25-20_(AET 03 30).docx,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna A#6 to Schedule 15 redline 4-1-20.docx,Aetna A#6 to Schedule 15 redline 4-1-20.docx,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna IDX Run Out Amendment 1-22-20.docx,Aetna IDX Run Out Amendment 1-22-20.docx,Amendment,True,--
58503,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/58503/Aetna- Cotiviti Inc (formerly Verscend Technologies Inc)- Schedule No. 15 - Amend 6 - CW2289107 - signed.pdf,Aetna- Cotiviti Inc (formerly Verscend Technologies Inc)- Schedule No. 15 - Amend 6 - CW2289107 - signed.pdf,Amendment,True,--
59011,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/59011/Cotivity COVID-19 CVS Health WFH CW2241329.DOCX - signed.pdf,Cotivity COVID-19 CVS Health WFH CW2241329.DOCX - signed.pdf,Letter,True,--
63494,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63494/33788_Aetna-CO15 to SOW8 022420 (10554).pdf,33788_Aetna-CO15 to SOW8 022420 (10554).pdf,Work Order / Change Request,True,--
63493,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63493/33478_SIGNED_Aetna Life Insurance Company - CO2 to SOW113 - 3704 - 2_13_2020 (1) (1).pdf,33478_SIGNED_Aetna Life Insurance Company - CO2 to SOW113 - 3704 - 2_13_2020 (1) (1).pdf,Work Order / Change Request,True,--
63492,Aetna Life Insurance Company,s3://ml-legal-restricted/contract-docs/63492/32867_SIGNED_Aetna Life Insurance Company - CO13 to SOW53 - 3661 - 1_27_2020 (1).pdf,32867_SIGNED_Aetna Life Insurance Company - CO13 to SOW53 - 3661 - 1_27_2020 (1).pdf,Work Order / Change Request,True,--
