contract_number,account_name,s3_full_path,file_name,doc_type,s3_vectors,opensearch,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,account_type,parent_contract,solution_line,sharepoint_document_url,related_product,document_title
70016,Humana,s3://ml-legal-restricted/contract-docs/70016/ECM_HUM_Eliza_Amd 002_Sch233_07262019 (1).pdf,ECM_HUM_Eliza_Amd 002_Sch233_07262019 (1).pdf,Amendment,True,--,Fully-Executed/Complete,Amnd 2 to Sch.223,Angelica Miranda,,2022-11-04 16:59:47,2019-06-27,Client,70015.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70016/ECM_HUM_Eliza_Amd 002_Sch233_07262019 (1).pdf,Eliza Standard,AMENDMENT 002 TO SCHEDULE 233 TO SERVICES AGREEMENT
70498,Humana,s3://ml-legal-restricted/contract-docs/70498/12.1.29.1.10 ECM_HUM_Eliza_Sch 260_Medicare Retention Program_eff 3-28-2019 - signed (1).pdf,12.1.29.1.10 ECM_HUM_Eliza_Sch 260_Medicare Retention Program_eff 3-28-2019 - signed (1).pdf,SOW,True,--,Fully-Executed/Complete,Humana Medicare Retention SOW 260,Dynamics SVC,Dynamics SVC,2022-12-07 22:19:24,2019-03-28,Client,66129.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70498/12.1.29.1.10 ECM_HUM_Eliza_Sch 260_Medicare Retention Program_eff 3-28-2019 - signed (1).pdf,Eliza Standard,Statement of Work 260
66136,Humana,s3://ml-legal-restricted/contract-docs/66136/18475_SIGNED_Humana CO 2 to SOW258 022819.pdf,18475_SIGNED_Humana CO 2 to SOW258 022819.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Humana CO2 to SOW258 022819 (CI CID 7509),Dynamics SVC,Dynamics SVC,2021-11-29 21:35:20,2019-02-28,Client,,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66136/18475_SIGNED_Humana CO 2 to SOW258 022819.pdf,Eliza Standard,Change Order 2 to Statement of Work No. 258
67091,Humana,s3://ml-legal-restricted/contract-docs/67091/50797_Humana CO 11 to SCH 236 - CO2808 - Fully Executed 022719.pdf,50797_Humana CO 11 to SCH 236 - CO2808 - Fully Executed 022719.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Humana CO 11 to SCH 236 022719 (CI CID 13573 CO),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:48,2019-02-27,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67091/50797_Humana CO 11 to SCH 236 - CO2808 - Fully Executed 022719.pdf,Eliza Standard,Change Order 11 to Statement of Work No. 236
67092,Humana,s3://ml-legal-restricted/contract-docs/67092/50798_Humana CO 13 to SOW 236 - Update Script - CO3004 021419.pdf,50798_Humana CO 13 to SOW 236 - Update Script - CO3004 021419.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Humana CO 13 to SOW 236 021419 (CI CID 13573 CO),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:48,2019-02-14,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67092/50798_Humana CO 13 to SOW 236 - Update Script - CO3004 021419.pdf,Eliza Standard,Change Order 13 to Statement of Work No. 236
54602,Humana,s3://ml-legal-restricted/contract-docs/54602/Humana - Cotiviti - Amendment 1 - SL - 021119 - Executed DX 54602.pdf,Humana - Cotiviti - Amendment 1 - SL - 021119 - Executed DX 54602.pdf,Amendment,True,--,Fully-Executed/Complete,Humana- Amend 1 to MSA 1- Name Change,Matt Collins,Sarah Lowdon,2019-01-17 21:56:53,2019-02-11,Client,8013.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/54602/Humana - Cotiviti - Amendment 1 - SL - 021119 - Executed DX 54602.pdf,Coding Validation,Amendment 001 to the Master Services Agreement
57252,Humana,s3://ml-legal-restricted/contract-docs/57252/Humana - Cotiviti - Letter - JK - 08132019 - Dynamics_57252.pdf,Humana - Cotiviti - Letter - JK - 08132019 - Dynamics_57252.pdf,Letter,True,--,Fully-Executed/Complete,Reconciliation Agreement,Allyn Sullivan,Jeffrey Koslowski,2019-07-29 20:11:46,2019-01-01,Client,54310.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/57252/Humana - Cotiviti - Letter - JK - 08132019 - Dynamics_57252.pdf,Payment Policy Management,Financial Reconciliation Re-Alignment
54823,Humana,s3://ml-legal-restricted/contract-docs/54823/Cotiviti Legacy iHealth and Verscend Code Editing Contract Amendments (part 2)  - signed.pdf,Cotiviti Legacy iHealth and Verscend Code Editing Contract Amendments (part 2)  - signed.pdf,Amendment,True,--,Fully-Executed/Complete,Humana- Amend 4 to SOW 6- PCI,Steven Taylor,Sarah Lowdon,2019-02-22 13:16:37,2019-01-01,Client,8021.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/54823/Cotiviti Legacy iHealth and Verscend Code Editing Contract Amendments (part 2)  - signed.pdf,Coding Validation,Amendment 004 to Schedule 006 of the Master Services Agreement
54371,Humana,s3://ml-legal-restricted/contract-docs/54371/Humana - Cotiviti - Schedule 015 Medical Record Coding Services  - SEL - 122718 - Executed DX 54371.pdf,Humana - Cotiviti - Schedule 015 Medical Record Coding Services  - SEL - 122718 - Executed DX 54371.pdf,SOW,True,--,Fully-Executed/Complete,Humana- SOW 15 to MSA 3- MRA Coding,Steven Taylor,Sarah Lowdon,2018-12-11 15:45:36,2019-01-01,Client,8543.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/54371/Humana - Cotiviti - Schedule 015 Medical Record Coding Services  - SEL - 122718 - Executed DX 54371.pdf,Medicare Adv. Coding,Schedule 015 MRA Coding Services
54312,Humana,s3://ml-legal-restricted/contract-docs/54312/Humana - Cotiviti - Schedule 014 Medical Record Retrieval Services  - SEL - 122718 - Executed DX 54312.pdf,Humana - Cotiviti - Schedule 014 Medical Record Retrieval Services  - SEL - 122718 - Executed DX 54312.pdf,SOW,True,--,Fully-Executed/Complete,Humana- SOW 14 to MSA 3- MRR,Steven Taylor,Sarah Lowdon,2018-12-04 15:42:46,2019-01-01,Client,8543.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/54312/Humana - Cotiviti - Schedule 014 Medical Record Retrieval Services  - SEL - 122718 - Executed DX 54312.pdf,RA - Medical Record Retrieval,Schedule 014 Retrieval Services
54310,Humana,s3://ml-legal-restricted/contract-docs/54310/Humana - Cotiviti - Amd4 Sch1 PCA - JK - 030719 - Executed DX 54310.pdf,Humana - Cotiviti - Amd4 Sch1 PCA - JK - 030719 - Executed DX 54310.pdf,Amendment,True,--,Fully-Executed/Complete,HUM - AMD 4 to PCA SOW,Steven Taylor,Jeffrey Koslowski,2018-12-04 15:15:54,2019-01-01,Client,55482.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/54310/Humana - Cotiviti - Amd4 Sch1 PCA - JK - 030719 - Executed DX 54310.pdf,Payment Policy Management,Amendment 004 to Schedule 001 of the Master Services Agreement
66134,Humana,s3://ml-legal-restricted/contract-docs/66134/19339_Humana Amd 2 to Schedule 241 102918.pdf,19339_Humana Amd 2 to Schedule 241 102918.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amd 2 to Schedule 241 102918 (CI CID 4845),Dynamics SVC,Dynamics SVC,2021-11-29 21:35:17,2018-10-29,Client,67078.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66134/19339_Humana Amd 2 to Schedule 241 102918.pdf,Eliza Standard,Amendment 002 to Schedule 241 HUMANA – ASTHMA AND ANTIDEPRESSANT MEDICATION ADHERENCE
67600,Humana,s3://ml-legal-restricted/contract-docs/67600/12.1.29.2.3 Humana BAA eff 100318.pdf,12.1.29.2.3 Humana BAA eff 100318.pdf,BAA,True,--,Fully-Executed/Complete,Humana BAA 100318,Angelica Miranda,,2022-02-23 17:20:33,2018-10-03,Client,67599.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67600/12.1.29.2.3 Humana BAA eff 100318.pdf,Record Import/Clean Up,HIPAA BUSINESS ASSOCIATE AGREEMENT
55474,Humana,s3://ml-legal-restricted/contract-docs/55474/Humana - Information Security Agreement & TPCA (Sept 2018) [55474].pdf,Humana - Information Security Agreement & TPCA (Sept 2018) [55474].pdf,Addendum,True,--,Fully-Executed/Complete,Information Security Addendum,Dynamics SVC,ihtech Simko,2019-04-12 15:35:56,2018-09-11,Client,55452.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55474/Humana - Information Security Agreement & TPCA (Sept 2018) [55474].pdf,RCA,Information Security Agreement
53028,Humana,s3://ml-legal-restricted/contract-docs/53028/Humana - Verscend - Amd 007-Sch 008 - SEL - 091018 - Executed DX 53028.pdf,Humana - Verscend - Amd 007-Sch 008 - SEL - 091018 - Executed DX 53028.pdf,Amendment,True,--,Fully-Executed/Complete,Humana- Amend 7 to SOW #11079- Fees,Steven Taylor,Sarah Lowdon,2018-07-17 20:00:46,2018-07-19,Client,11079.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/53028/Humana - Verscend - Amd 007-Sch 008 - SEL - 091018 - Executed DX 53028.pdf,Commercial Coding,AMENDMENT 007 TO SCHEDULE 008
67089,Humana,s3://ml-legal-restricted/contract-docs/67089/50794_Humana Amendment 10 to Sch236 - Program Enhancements 071818.pdf,50794_Humana Amendment 10 to Sch236 - Program Enhancements 071818.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amnd 10 to Sch. 236 071818 (CI CID 13573 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:45,2018-07-18,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67089/50794_Humana Amendment 10 to Sch236 - Program Enhancements 071818.pdf,Eliza Standard,Amendment 010 to Schedule 236 Services Exhibit A to the Services Agreement
67086,Humana,s3://ml-legal-restricted/contract-docs/67086/50789_8. Humana - Amendment 009 - Fully Executed 051518 - 8-13-2018.pdf,50789_8. Humana - Amendment 009 - Fully Executed 051518 - 8-13-2018.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amnd 9 to Sch. 236 081318 (CI CID 13573 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:42,2018-05-15,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67086/50789_8. Humana - Amendment 009 - Fully Executed 051518 - 8-13-2018.pdf,Eliza Standard,Amendment 009 to Schedule 236 Humana Global Pricing for Medicare Savings
66133,Humana,s3://ml-legal-restricted/contract-docs/66133/10738_Humana - Amendment 009 - Florida Recertification - Fully Executed - 051518.pdf,10738_Humana - Amendment 009 - Florida Recertification - Fully Executed - 051518.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amd 9 to Schedule 236 051518 (CI CID 5409),Dynamics SVC,Dynamics SVC,2021-11-29 21:35:16,2018-05-15,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66133/10738_Humana - Amendment 009 - Florida Recertification - Fully Executed - 051518.pdf,Eliza Standard,Amendment 009 to Schedule 236 Humana Global Pricing for Medicare Savings
68216,Humana,"s3://ml-legal-restricted/contract-docs/68216/Signed Agreement EPVS_HUM_Health Management Systems, Inc._Sch 012_05012018 - signed.pdf","Signed Agreement EPVS_HUM_Health Management Systems, Inc._Sch 012_05012018 - signed.pdf",SOW,True,--,Fully-Executed/Complete,Humana Schedule 12 050118,Angelica Miranda,,2022-04-25 14:47:01,2018-05-01,Client,67599.0,Payment Integrity,"https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68216/Signed Agreement EPVS_HUM_Health Management Systems, Inc._Sch 012_05012018 - signed.pdf",Clinical Claim Review,Schedule 012 To The Master Agreement for Recovery Services
55483,Humana,s3://ml-legal-restricted/contract-docs/55483/Humana - Amendment No. 3 to Schedule No. 1 (May 2018) [55483].pdf,Humana - Amendment No. 3 to Schedule No. 1 (May 2018) [55483].pdf,Amendment,True,--,Fully-Executed/Complete,Amendment No. 3 to Schedule No. 1,ihtech Simko,ihtech Simko,2019-04-12 15:36:04,2018-05-01,Client,55482.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55483/Humana - Amendment No. 3 to Schedule No. 1 (May 2018) [55483].pdf,Payment Policy Management,AMENDMENT 003 TO SCHEDULE NUMBER 001 TOTHE MASTER SERVICES  AGREEMENT
52104,Humana,s3://ml-legal-restricted/contract-docs/52104/EPVS_HUM_Verscend Technologies Inc._Amd 006-Sch 008_05012018 - signed.pdf,EPVS_HUM_Verscend Technologies Inc._Amd 006-Sch 008_05012018 - signed.pdf,Amendment,True,--,Fully-Executed/Complete,Humana- Amend 6 to SOW #11079- Purchase Order,Dynamics SVC,Sarah Lowdon,2018-04-26 18:29:15,2018-05-01,Client,11079.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/52104/EPVS_HUM_Verscend Technologies Inc._Amd 006-Sch 008_05012018 - signed.pdf,Commercial Coding,AMENDMENT 006 TO SCHEDULE 008 TO THE MASTER SERVICES AGREEMENT
51810,Humana,s3://ml-legal-restricted/contract-docs/51810/Humana - Verscend - HITRUST Attestation - SEL - 032218 - Executed DS 51810.pdf,Humana - Verscend - HITRUST Attestation - SEL - 032218 - Executed DS 51810.pdf,Attestation,True,--,Fully-Executed/Complete,HITRUST Attestation,Dynamics SVC,Sarah Lowdon,2018-03-22 17:52:42,2018-03-22,Client,,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/51810/Humana - Verscend - HITRUST Attestation - SEL - 032218 - Executed DS 51810.pdf,STARSSolution,HITRUST Attestation
67081,Humana,s3://ml-legal-restricted/contract-docs/67081/8793_Humana - SOW255 - Pharmacy Refill Concierge Program.pdf,8793_Humana - SOW255 - Pharmacy Refill Concierge Program.pdf,SOW,True,--,Fully-Executed/Complete,Humana SOW 255 051918 (CI CID 4846 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:37,2018-03-19,Client,66129.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67081/8793_Humana - SOW255 - Pharmacy Refill Concierge Program.pdf,Eliza Standard,SCHEDULE 255 HUMANA PHARMACY REFILL CONCIERGE PROGRAM
51382,Humana,s3://ml-legal-restricted/contract-docs/51382/Humana - Cotiviti - Amendment 5 - SL - 011018 - Dynamics_51382.pdf,Humana - Cotiviti - Amendment 5 - SL - 011018 - Dynamics_51382.pdf,Amendment,True,--,Fully-Executed/Complete,Amendment 5 to SOW # 8 for Commercial Coding,Steven Taylor,Sarah Lowdon,2018-01-05 15:16:52,2018-01-01,Client,11079.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/51382/Humana - Cotiviti - Amendment 5 - SL - 011018 - Dynamics_51382.pdf,Commercial Coding,AMENDMENT 005 TO SCHEDULE 008 TO THE MASTER SERVICES SCHEDULE
37486,Humana,s3://ml-legal-restricted/contract-docs/00037486/Humana - Verscend - Schedule 13 addidional services - SEL - 042418 - Executed DS 37486.pdf,Humana - Verscend - Schedule 13 addidional services - SEL - 042418 - Executed DS 37486.pdf,SOW,True,--,Fully-Executed/Complete,Humana- SOW 13 to MSA 3- Additional Services,Dynamics SVC,Sarah Lowdon,2017-10-27 13:55:36,2018-01-01,Client,8543.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00037486/Humana - Verscend - Schedule 13 addidional services - SEL - 042418 - Executed DS 37486.pdf,Record Import/Clean Up,SCHEDULE 013 TO THE MASTER SERVICES AGREEMENT FOR PROVISION OF VERSCEND ADDITIONAL SERVICES
27368,Humana,s3://ml-legal-restricted/contract-docs/00027368/Humana - Verscend - Schedule 12 systems sow - SEL - 042418 - Executed DS 27368.pdf,Humana - Verscend - Schedule 12 systems sow - SEL - 042418 - Executed DS 27368.pdf,SOW,True,--,Fully-Executed/Complete,Humana- SOW 12 to MSA 3 (#08543)- Chart Nav,Dynamics SVC,Sarah Lowdon,2016-05-27 21:54:34,2018-01-01,Client,8543.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00027368/Humana - Verscend - Schedule 12 systems sow - SEL - 042418 - Executed DS 27368.pdf,Chart Nav Stand Alone,SCHEDULE 012 TO THE MASTER SERVICES AGREEMENT FOR PROVISION OF VERSCEND PLATFORMS
67088,Humana,s3://ml-legal-restricted/contract-docs/67088/50793_Humana Amendment 8 to SOW 236 - CO 2307 - Global Pricing Savings Contract - Scrub Updates 120117.pdf,50793_Humana Amendment 8 to SOW 236 - CO 2307 - Global Pricing Savings Contract - Scrub Updates 120117.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amnd 8 to Sch. 236 120117 (CI CID 13573 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:44,2017-12-01,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67088/50793_Humana Amendment 8 to SOW 236 - CO 2307 - Global Pricing Savings Contract - Scrub Updates 120117.pdf,Eliza Standard,Amendment 008 to Schedule 236 Services Exhibit A to the Services Agreement
36968,Humana,s3://ml-legal-restricted/contract-docs/00036968/Humana - Cotiviti - Amendment 8 - SL - 110717 - Dynamics_36968.pdf,Humana - Cotiviti - Amendment 8 - SL - 110717 - Dynamics_36968.pdf,Amendment,True,--,Fully-Executed/Complete,Humana- Amend 8 to SOW #08017- Fees & Term,Dynamics SVC,Sarah Lowdon,2017-08-04 19:15:48,2017-11-07,Client,8017.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00036968/Humana - Cotiviti - Amendment 8 - SL - 110717 - Dynamics_36968.pdf,Dental Claims Accuracy,Amendment 008 To Schedule 004 to the Master Services Agreement DentalClaim Insight Services
34165,Humana,s3://ml-legal-restricted/contract-docs/00034165/Humana - Mediconnect - Schedule 011 - SEL - 092917 - Executed SF 34165.pdf,Humana - Mediconnect - Schedule 011 - SEL - 092917 - Executed SF 34165.pdf,SOW,True,--,Fully-Executed/Complete,Humana- SOW 11 to MSA 3 (#08543)- MRR,Dynamics SVC,Sarah Lowdon,2017-01-25 23:10:57,2017-09-25,Client,8543.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00034165/Humana - Mediconnect - Schedule 011 - SEL - 092917 - Executed SF 34165.pdf,RA - Medical Record Retrieval,Schedule 011 Verscend Supporting Services
67085,Humana,s3://ml-legal-restricted/contract-docs/67085/50788_7. Amendment 6 to Sch 236 - Addition of Humana DEO New Member Medicaid Eligibility (HUMNM) 091317 - Fully Executed 12-20-17.pdf,50788_7. Amendment 6 to Sch 236 - Addition of Humana DEO New Member Medicaid Eligibility (HUMNM) 091317 - Fully Executed 12-20-17.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amnd 6 to Sch. 236 091317 (CI CID 13573 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:41,2017-09-13,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67085/50788_7. Amendment 6 to Sch 236 - Addition of Humana DEO New Member Medicaid Eligibility (HUMNM) 091317 - Fully Executed 12-20-17.pdf,Eliza Standard,Amendment 006 to Schedule 236 Services Exhibit A to the Services Agreement
37037,Humana,s3://ml-legal-restricted/contract-docs/00037037/Humana - Cotiviti - Amendment 2 - SL - 092917 - Dynamics_37037.pdf,Humana - Cotiviti - Amendment 2 - SL - 092917 - Dynamics_37037.pdf,Amendment,True,--,Fully-Executed/Complete,"Humana- Amend 4 to SOW #08173 (Data Val)- Term, Fees, & Schedule",Dynamics SVC,Sarah Lowdon,2017-08-17 12:30:33,2017-09-11,Client,8173.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00037037/Humana - Cotiviti - Amendment 2 - SL - 092917 - Dynamics_37037.pdf,RADV Audit,Amendment 004 to Schedule 002 to the Master Services Agreement
72466,Humana,s3://ml-legal-restricted/contract-docs/72466/Humana - Amend 1 to SOW 241 - Fully Executed.pdf,Humana - Amend 1 to SOW 241 - Fully Executed.pdf,Amendment,True,--,Fully-Executed/Complete,Amend 1 to Schedule 241,Angelica Miranda,,2023-07-19 16:27:10,2017-08-17,Client,67078.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/72466/Humana - Amend 1 to SOW 241 - Fully Executed.pdf,Eliza Standard,Amendment 001 to Schedule 241
37014,Humana,s3://ml-legal-restricted/contract-docs/00037014/Humana - Verscend - Codes Letter - SEL - 080117 - Executed SF 37014.pdf,Humana - Verscend - Codes Letter - SEL - 080117 - Executed SF 37014.pdf,Letter,True,--,Fully-Executed/Complete,Letter - list of codes,Jamie Adams,Sarah Lowdon,2017-08-14 14:35:29,2017-08-01,Client,8013.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00037014/Humana - Verscend - Codes Letter - SEL - 080117 - Executed SF 37014.pdf,Record Import/Clean Up,Letter - List of Codes
33016,Humana,s3://ml-legal-restricted/contract-docs/00033016/Humana - Cotiviti - Amendment 4 - SL - 090417 - Dynamics_33016.pdf,Humana - Cotiviti - Amendment 4 - SL - 090417 - Dynamics_33016.pdf,Amendment,True,--,Fully-Executed/Complete,AMENDMENT 004 TO SCHEDULE 008 - CRA Coding,Eli Wolter,Sarah Lowdon,2016-12-12 05:55:18,2017-07-10,Client,11079.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00033016/Humana - Cotiviti - Amendment 4 - SL - 090417 - Dynamics_33016.pdf,Commercial Coding,Amendment 004 to Schedule 008 to the Master Services Schedule
66125,Humana,s3://ml-legal-restricted/contract-docs/66125/404_Humana Schedule 13 Data Mining eff 070117.pdf,404_Humana Schedule 13 Data Mining eff 070117.pdf,SOW,True,--,Fully-Executed/Complete,Humana Schedule 13 Data Mining eff 070117.pdf (CI CID 2847),Dynamics SVC,Dynamics SVC,2021-11-29 21:35:09,2017-07-01,Client,67599.0,Payment Integrity,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66125/404_Humana Schedule 13 Data Mining eff 070117.pdf,Payment Analytics,Schedule 013 To the Master Agreement for Consulting Services
37113,Humana,s3://ml-legal-restricted/contract-docs/00037113/Humana - Verscend - Medi Adv Add Part D - SEL - 062817 - Executed SF 37113.pdf,Humana - Verscend - Medi Adv Add Part D - SEL - 062817 - Executed SF 37113.pdf,Addendum,True,--,Fully-Executed/Complete,Humana- Addendum 1 to SOW #034165- Medicare Advantage and Part D,Dynamics SVC,Sarah Lowdon,2017-08-29 20:10:08,2017-06-27,Client,8543.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00037113/Humana - Verscend - Medi Adv Add Part D - SEL - 062817 - Executed SF 37113.pdf,Record Import/Clean Up,Medicare Advantage and Part D Addendum
36209,Humana,s3://ml-legal-restricted/contract-docs/00036209/Humana - Verscend - MRR SOW - SEL - 062817 - Executed SF 36209.pdf,Humana - Verscend - MRR SOW - SEL - 062817 - Executed SF 36209.pdf,SOW,True,--,Fully-Executed/Complete,Humana- SOW 10 to MSA 3 (#08543)- Chart Retrieval,Dynamics SVC,Sarah Lowdon,2017-04-20 13:40:47,2017-06-20,Client,8543.0,Risk Adjustment,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00036209/Humana - Verscend - MRR SOW - SEL - 062817 - Executed SF 36209.pdf,RA - Medical Record Retrieval,SCHEDULE 10 TO THE MASTER SERVICES AGREEMENT
67087,Humana,s3://ml-legal-restricted/contract-docs/67087/50792_Humana Amendment 005 to Sch 236 - CO1909 061217.pdf,50792_Humana Amendment 005 to Sch 236 - CO1909 061217.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amnd 5 to Sch. 236 061217 (CI CID 13573 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:43,2017-06-12,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67087/50792_Humana Amendment 005 to Sch 236 - CO1909 061217.pdf,Eliza Standard,Amendment 005 to Schedule 236 Services Exhibit A to the Services Agreement
32823,Humana,s3://ml-legal-restricted/contract-docs/00032823/Humana - Verscend - CTI Termination Letter 04-07-17 SEL - Executed SF 32823.pdf,Humana - Verscend - CTI Termination Letter 04-07-17 SEL - Executed SF 32823.pdf,Termination,True,--,Fully-Executed/Complete,CTI/SIU Termination Letter,Zach Smith,,2016-12-01 21:04:24,2017-05-31,Client,8019.0,Payment Accuracy,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00032823/Humana - Verscend - CTI Termination Letter 04-07-17 SEL - Executed SF 32823.pdf,SIU Services,Schedule 005 Termination
67094,Humana,s3://ml-legal-restricted/contract-docs/67094/50803_4. Humana Amendment 3 to Schedule 236 - Approval to Proceed 051917.pdf,50803_4. Humana Amendment 3 to Schedule 236 - Approval to Proceed 051917.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amnd 3 to Sch. 236 051917 (CI CID 13573 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:50,2017-05-19,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67094/50803_4. Humana Amendment 3 to Schedule 236 - Approval to Proceed 051917.pdf,Eliza Standard,Amendment 3 to Schedule 236
67084,Humana,s3://ml-legal-restricted/contract-docs/67084/50787_6. Amendment 4 to Sch 236 - Addition of Humana DEO Redetermination Overview (HUMREC) 051817 - Fully Executed 12-20-17.pdf,50787_6. Amendment 4 to Sch 236 - Addition of Humana DEO Redetermination Overview (HUMREC) 051817 - Fully Executed 12-20-17.pdf,Amendment,True,--,Fully-Executed/Complete,Humana Amnd 4 to Sch. 236 051817 (CI CID 13573 Amnd),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:40,2017-05-08,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67084/50787_6. Amendment 4 to Sch 236 - Addition of Humana DEO Redetermination Overview (HUMREC) 051817 - Fully Executed 12-20-17.pdf,Eliza Standard,Amendment 004 to Schedule 236 Services Exhibit A to the Services Agreement
67090,Humana,s3://ml-legal-restricted/contract-docs/67090/50796_Humana CO 6 to SOW 236 - CO1839 041817.pdf,50796_Humana CO 6 to SOW 236 - CO1839 041817.pdf,Work Order / Change Request,True,--,Fully-Executed/Complete,Humana CO 6 to SOW 236 041817 (CI CID 13573 CO),Dynamics SVC,Dynamics SVC,2022-01-14 00:42:46,2017-04-18,Client,66131.0,Population Health Management,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67090/50796_Humana CO 6 to SOW 236 - CO1839 041817.pdf,Eliza Standard,Change Order 6 to Statement of Work No. 236
