contract_number,s3_full_path,account_name,doc_type,status_reason,contract_title,contract_requester,reviewing_attorney,created_on,document_effective_date,parent_contract,solution_line,account_type,sharepoint_document_url,document_title,related_product,matched_client,matched_pattern,file_name
55195,s3://ml-legal-restricted/contract-docs/55195/Aetna - Amendment No. 12 to PSA (April 2015) [55195].pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Amendment No. 12 to MSA,Dynamics SVC,ihtech Simko,2019-04-12 15:32:47,2015-04-30,55211,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55195/Aetna - Amendment No. 12 to PSA (April 2015) [55195].pdf,AMENDMENT NO. 12 TO THE PROFESSIONAL SERVICES AGREEMENT,Retrospective Clinical Chart Validation,Aetna,\baetna\b,Aetna - Amendment No. 12 to PSA (April 2015) [55195].pdf
66644,s3://ml-legal-restricted/contract-docs/66644/48261_Aetna Care Management Survey SOW 57 - 2328 - 042315 (6338).pdf,Aetna Life Insurance Company,SOW,Fully-Executed/Complete,Aetna SOW 57 042315 (CI CID 6338 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:07:20,2015-04-23,63460,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66644/48261_Aetna Care Management Survey SOW 57 - 2328 - 042315 (6338).pdf,Statement Of Work No. 57,Eliza Standard,Aetna,\baetna\b,48261_Aetna Care Management Survey SOW 57 - 2328 - 042315 (6338).pdf
55288,s3://ml-legal-restricted/contract-docs/55288/Centene - Sunshine Health Medicaid Regulatory Addendum (April 2015) [55288].pdf,Centene Corporation,Addendum,Fully-Executed/Complete,Exhibit 1 Sunshine Health Medicaid Regulatory Addendum,Dynamics SVC,ihtech Simko,2019-04-12 15:33:53,2015-04-10,55281,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55288/Centene - Sunshine Health Medicaid Regulatory Addendum (April 2015) [55288].pdf,Exhibit 1 SUNSHINE HEALTH MEDICAID REGULATORY ADDENDUM PROVIDER SUBCONTRACT REQUIREMENTS,RCA,Centene,\bcentene\b,Centene - Sunshine Health Medicaid Regulatory Addendum (April 2015) [55288].pdf
55376,s3://ml-legal-restricted/contract-docs/55376/Gateway - Amendment No. 2 (includes all data rights language) (April 2015) [55376].pdf,Highmark Wholecare,Amendment,Fully-Executed/Complete,Amendment No. 2 to MSA,ihtech Simko,ihtech Simko,2019-04-12 15:34:50,2015-04-06,55373,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55376/Gateway - Amendment No. 2 (includes all data rights language) (April 2015) [55376].pdf,Second Amendment to Claims Audit Services Agreement,Retrospective Clinical Chart Validation,Highmark,\bhighmark\b,Gateway - Amendment No. 2 (includes all data rights language) (April 2015) [55376].pdf
63495,s3://ml-legal-restricted/contract-docs/63495/35130_Aetna Global Wellchild Outreach SOW 53_Fully Executed_0315.pdf,Aetna Life Insurance Company,SOW,Fully-Executed/Complete,Aetna Global Wellchild Outreach SOW 53_Fully Executed_031615 (CI CID 10843),Dynamics SVC,Dynamics SVC,2021-11-29 19:50:20,2015-03-05,63460,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63495/35130_Aetna Global Wellchild Outreach SOW 53_Fully Executed_0315.pdf,Statement Of Work Number 53 Aetna Medicaid 2015 Global Wellchild Outreach Program,Eliza Standard,Aetna,\baetna\b,35130_Aetna Global Wellchild Outreach SOW 53_Fully Executed_0315.pdf
66986,s3://ml-legal-restricted/contract-docs/66986/11182_4596-7.1.2.10.1 Highmark SOW 26 DM for BCBSMN_Fully Executed_0315 gold straight line.pdf,Highmark Blue Cross Blue Shield,SOW,Fully-Executed/Complete,HIGHMARK-[BCBSMN]-SOW 26 030115 (CI CID 4596 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:12:37,2015-03-01,65262,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66986/11182_4596-7.1.2.10.1 Highmark SOW 26 DM for BCBSMN_Fully Executed_0315 gold straight line.pdf,Statement of Work Number 26 Highmark Disease Management for BCBS of Minnesota,Eliza Standard,Highmark,\bhighmark\b,11182_4596-7.1.2.10.1 Highmark SOW 26 DM for BCBSMN_Fully Executed_0315 gold straight line.pdf
65980,s3://ml-legal-restricted/contract-docs/65980/1456_BCBS MI Amendment to MSA eff 030115.pdf,Blue Cross and Blue Shield of Michigan,Amendment,Fully-Executed/Complete,BCBS MI MSA Amd eff 030115.pdf (CI CID 3314),Dynamics SVC,Dynamics SVC,2021-11-29 20:57:49,2015-03-01,64499,Payment Integrity,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/65980/1456_BCBS MI Amendment to MSA eff 030115.pdf,Amendment to Master Service Agreement,Record Import/Clean Up,BCBS Michigan,\b(blue\s*cross\s*(and\s*)?blue\s*shield\s*of\s*michigan|bcbsm)\b,1456_BCBS MI Amendment to MSA eff 030115.pdf
70297,s3://ml-legal-restricted/contract-docs/70297/Anthem SOW 128 Inbound DNC Opt-Out_Fully Executed)0315.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem Inbound Only DNC SOW 128,Dynamics SVC,Dynamics SVC,2022-12-01 20:15:07,2015-02-26,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70297/Anthem SOW 128 Inbound DNC Opt-Out_Fully Executed)0315.pdf,Statement of Work 128,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem SOW 128 Inbound DNC Opt-Out_Fully Executed)0315.pdf
68655,s3://ml-legal-restricted/contract-docs/68655/Anthem SOW 128 Inbound DNC Opt-Out_Fully Executed)0315.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-SOW 128-Inbound Only DNC Opt-Out Program,Angelica Miranda,,2022-06-13 18:38:03,2015-02-26,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/68655/Anthem SOW 128 Inbound DNC Opt-Out_Fully Executed)0315.pdf,Statement of Work 128,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Anthem SOW 128 Inbound DNC Opt-Out_Fully Executed)0315.pdf
12907,s3://ml-legal-restricted/contract-docs/00012907/MVP Health Care- BAA 2-17-15 Executed.pdf,MVP Health Care,BAA,Fully-Executed/Complete,MVP- BAA to MSA 4 (#32431)- Risk Adjustment,Dynamics SVC,,2015-02-06 21:11:06,2015-02-17,32431,Risk Adjustment,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00012907/MVP Health Care- BAA 2-17-15 Executed.pdf,BUSINESS ASSOCIATE AGREEMENT,Record Import/Clean Up,,,MVP Health Care- BAA 2-17-15 Executed.pdf
66860,s3://ml-legal-restricted/contract-docs/66860/12639_7.1.2.3.7.1 Superior Health Addendum 1 to Services Agreement_Fully Executed_0215.pdf,Centene Corporation,Amendment,Fully-Executed/Complete,Superior Health Amd 1 to SA 021315 (CI CID 6240 AMND),Dynamics SVC,Dynamics SVC,2022-01-14 00:10:49,2015-02-13,64681,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66860/12639_7.1.2.3.7.1 Superior Health Addendum 1 to Services Agreement_Fully Executed_0215.pdf,Service Agreement - Addendum 1 Exhibit C - Eliza's Performance Measures (Target HEDIS Measures and Goals),Eliza Standard,Centene,\bcentene\b,12639_7.1.2.3.7.1 Superior Health Addendum 1 to Services Agreement_Fully Executed_0215.pdf
66649,s3://ml-legal-restricted/contract-docs/66649/50530_Aetna SOW 55 Texas Postpartum 021015 (6338).pdf,Aetna Life Insurance Company,SOW,Fully-Executed/Complete,Aetna SOW 55 021015 (CI CID 6338 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:07:25,2015-02-10,63460,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66649/50530_Aetna SOW 55 Texas Postpartum 021015 (6338).pdf,Statement Of Work No. 55,Eliza Standard,Aetna,\baetna\b,50530_Aetna SOW 55 Texas Postpartum 021015 (6338).pdf
55198,s3://ml-legal-restricted/contract-docs/55198/Aetna - Amendment No. 11 to PSA (Background Checks) (Feb 2015) [55198].pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Amendment No. 11 to MSA,Dynamics SVC,ihtech Simko,2019-04-12 15:32:49,2015-02-07,55211,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55198/Aetna - Amendment No. 11 to PSA (Background Checks) (Feb 2015) [55198].pdf,AMENDMENT NO. 011 TO PROFESSIONAL SERVICES AGREEMENT,Retrospective Clinical Chart Validation,Aetna,\baetna\b,Aetna - Amendment No. 11 to PSA (Background Checks) (Feb 2015) [55198].pdf
55453,s3://ml-legal-restricted/contract-docs/55453/Humana - Cotiviti - NDA - DS - 01282015 - Dynamics_55453.pdf,Humana,NDA,Fully-Executed/Complete,Non-Disclosure Agreement,Dynamics SVC,ihtech Simko,2019-04-12 15:35:43,2015-01-21,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55453/Humana - Cotiviti - NDA - DS - 01282015 - Dynamics_55453.pdf,NON-DISCLOSURE AGREEMENT,RCA,Humana,\bhumana\b,Humana - Cotiviti - NDA - DS - 01282015 - Dynamics_55453.pdf
70256,s3://ml-legal-restricted/contract-docs/70256/12.1.6.1.1.22.2 Aetna SOW 54 Medicaid Louisiana Welcome Call_Fully Executed_011.pdf,Aetna Life Insurance Company,SOW,Fully-Executed/Complete,Aetna Medicaid Louisiana Welcome Call SOW 54,Dynamics SVC,Dynamics SVC,2022-12-01 20:14:22,2015-01-16,63460,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70256/12.1.6.1.1.22.2 Aetna SOW 54 Medicaid Louisiana Welcome Call_Fully Executed_011.pdf,Statement of Work 54,Eliza Standard,Aetna,\baetna\b,12.1.6.1.1.22.2 Aetna SOW 54 Medicaid Louisiana Welcome Call_Fully Executed_011.pdf
55217,s3://ml-legal-restricted/contract-docs/55217/Aetna - Amendment No. 15 (March 2015) [55217].pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Amendment No. 15 to MSA,Dynamics SVC,ihtech Simko,2019-04-12 15:33:05,2015-01-01,55235,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55217/Aetna - Amendment No. 15 (March 2015) [55217].pdf,AMENDMENT NO. 015 TO HEALTH CARE TECHNOLOGY SERVICES AGREEMENT,Payment Policy Management,Aetna,\baetna\b,Aetna - Amendment No. 15 (March 2015) [55217].pdf
53270,s3://ml-legal-restricted/contract-docs/53270/UPMC Addendum Q (QHP Amend - pass thru) - 1-1-15.pdf,UPMC Health Plan,Addendum,Fully-Executed/Complete,UPMC- Addend 1 to MSA 1- Payment Accuracy,Dynamics SVC,Ellen Darby,2018-07-25 16:08:05,2015-01-01,53262,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/53270/UPMC Addendum Q (QHP Amend - pass thru) - 1-1-15.pdf,Addendum Q Qualified Health Plan (QHP) Related Service Requirements,STARSSolution,UPMC,\bupmc\b,UPMC Addendum Q (QHP Amend - pass thru) - 1-1-15.pdf
13290,s3://ml-legal-restricted/contract-docs/00013290/QHP- Amendment 1-1-15 Executed.pdf,UPMC Health Plan,Regulatory Addendum/Exhibit,Fully-Executed/Complete,FEHB Addendum Q,Dynamics SVC,,2015-03-09 15:41:39,2015-01-01,6862,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00013290/QHP- Amendment 1-1-15 Executed.pdf,Addendum Q Qualified Health Plan (QHP) Related Service Requirements,Record Import/Clean Up,UPMC,\bupmc\b,QHP- Amendment 1-1-15 Executed.pdf
70015,s3://ml-legal-restricted/contract-docs/70015/Humana SOW 233 CarePlus Satisfaction Survey_Fully Executed_1214.pdf,Humana,SOW,Fully-Executed/Complete,Humana Sch 223 Careplus Satisfaction Survey,Angelica Miranda,,2022-11-04 16:51:54,2014-12-11,66129,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70015/Humana SOW 233 CarePlus Satisfaction Survey_Fully Executed_1214.pdf,SCHEDULE NUMBER 233 HUMANA CAREPLUS SATISFACTION SURVEY,Eliza Standard,Humana,\bhumana\b,Humana SOW 233 CarePlus Satisfaction Survey_Fully Executed_1214.pdf
67213,s3://ml-legal-restricted/contract-docs/67213/50756_Anthem - CO0616 to SOW 57 (CO2) 1214.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem CO 5 to SOW 113 013118 (CI CID 7642 CO),Dynamics SVC,Dynamics SVC,2022-01-19 05:00:08,2014-12-11,67208,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67213/50756_Anthem - CO0616 to SOW 57 (CO2) 1214.pdf,Change Request No. 0616,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,50756_Anthem - CO0616 to SOW 57 (CO2) 1214.pdf
55421,s3://ml-legal-restricted/contract-docs/55421/Horizon-Open Sky - Tri-party MNDA (Dec 2014) [55421].pdf,Horizon Blue Cross Blue Shield of New Jersey,NDA,Fully-Executed/Complete,Three Party Non-Disclosure & Limited Access Agreement,Dynamics SVC,ihtech Simko,2019-04-12 15:35:23,2014-12-10,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55421/Horizon-Open Sky - Tri-party MNDA (Dec 2014) [55421].pdf,Three-Party Non-Disclosure and Limited Access Agreement,Payment Policy Management,Horizon (NJ BCBS),\bhorizon\s*(blue|bcbs|cross|shield|new\s*jersey|nj)\b,Horizon-Open Sky - Tri-party MNDA (Dec 2014) [55421].pdf
67215,s3://ml-legal-restricted/contract-docs/67215/50981_Anthem CO0613 - 2014 Wisconsin Recertification Program Change Order 01_Flag Cell (7642).pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem CO 0613 to SOW 57 120814 (CI CID 7642 CO),Dynamics SVC,Dynamics SVC,2022-01-19 05:00:10,2014-12-08,67208,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67215/50981_Anthem CO0613 - 2014 Wisconsin Recertification Program Change Order 01_Flag Cell (7642).pdf,Change Request No. 0613,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,50981_Anthem CO0613 - 2014 Wisconsin Recertification Program Change Order 01_Flag Cell (7642).pdf
67209,s3://ml-legal-restricted/contract-docs/67209/12.1.8.1.2.81.4 Anthem - CO0613 to SOW 57 (CO1) 120414.pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE-ANTHEM]-Medicaid-WA-CO 1 to SOW 57 120414 (CI CID 7642 CO),Dynamics SVC,Dynamics SVC,2022-01-19 05:00:04,2014-12-08,67208,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67209/12.1.8.1.2.81.4 Anthem - CO0613 to SOW 57 (CO1) 120414.pdf,Change Request No. 0613,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,12.1.8.1.2.81.4 Anthem - CO0613 to SOW 57 (CO1) 120414.pdf
67198,s3://ml-legal-restricted/contract-docs/67198/50558_Anthem Amerigroup CO0598 to SOW 1 120814 (7642).pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,Anthem CO 0598 to SOW 1 120814 (CI CID 7642 CO),Dynamics SVC,Dynamics SVC,2022-01-19 04:59:54,2014-12-08,67199,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67198/50558_Anthem Amerigroup CO0598 to SOW 1 120814 (7642).pdf,Change Request No. 0598,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,50558_Anthem Amerigroup CO0598 to SOW 1 120814 (7642).pdf
12816,s3://ml-legal-restricted/contract-docs/00012816/Health Care Service Corporation-DXCG-MSA-Executed-Old.pdf,Health Care Service Corporation,MSA,Fully-Executed/Complete,HCSC- MSA 2- DxCG,Rich Fox,,2015-02-04 21:24:45,2014-12-05,,Performance Analytics,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00012816/Health Care Service Corporation-DXCG-MSA-Executed-Old.pdf,License Agreement for Verisk DxCG,DxCG,HCSC,\b(hcsc|health\s*care\s*service\s*corporation)\b,Health Care Service Corporation-DXCG-MSA-Executed-Old.pdf
75228,s3://ml-legal-restricted/contract-docs/75228/BCBSLA Addendum 3 to SOW 5_Fully Executed_1214 INCREASE CONTRACT VALUE.pdf,Blue Cross and Blue Shield of Louisiana,Addendum,Fully-Executed/Complete,BCBSLA Addendum 3 to SOW 5,Manisha Sen,,2024-07-24 10:47:22,2014-12-04,68060,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/75228/BCBSLA Addendum 3 to SOW 5_Fully Executed_1214 INCREASE CONTRACT VALUE.pdf,Addendum 3 to SOW 5,Eliza Standard,BCBSLA,\b(blue\s*cross\s*(and\s*)?blue\s*shield\s*of\s*louisiana|bcbsla)\b,BCBSLA Addendum 3 to SOW 5_Fully Executed_1214 INCREASE CONTRACT VALUE.pdf
70296,s3://ml-legal-restricted/contract-docs/70296/Amerigroup SOW 124 Virginia Special Needs_Fully Executed_1214.pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,Anthem Virginia Special Needs SOW 124,Dynamics SVC,Dynamics SVC,2022-12-01 20:15:06,2014-12-03,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70296/Amerigroup SOW 124 Virginia Special Needs_Fully Executed_1214.pdf,Statement of Work 124,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,Amerigroup SOW 124 Virginia Special Needs_Fully Executed_1214.pdf
66623,s3://ml-legal-restricted/contract-docs/66623/48132_Aetna SOW 8 CO0596 - 120314.pdf,Aetna Life Insurance Company,Work Order / Change Request,Fully-Executed/Complete,Aetna SOW 8 CO0596 120314 (CI CID 10842 CO),Dynamics SVC,Dynamics SVC,2022-01-14 00:06:59,2014-12-03,63461,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66623/48132_Aetna SOW 8 CO0596 - 120314.pdf,Change Order No. 0596,Eliza Standard,Aetna,\baetna\b,48132_Aetna SOW 8 CO0596 - 120314.pdf
53072,s3://ml-legal-restricted/contract-docs/53072/WellPoint Name Change To Anthem Official.pdf,"Anthem, Inc (WellPoint, Inc.)",Other,Fully-Executed/Complete,Anthem- Name Change Article,Dynamics SVC,Ellen Darby,2018-07-18 20:05:29,2014-12-03,,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/53072/WellPoint Name Change To Anthem Official.pdf,,Record Import/Clean Up,Anthem/Elevance,\b(anthem|elevance)\b,WellPoint Name Change To Anthem Official.pdf
63457,s3://ml-legal-restricted/contract-docs/63457/413_Aetna HDI Amnd 001 eff 120114.pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Aetna Amendment No. 01 to Master Services Agreement eff 12-1-14 (CI CID 2764),Dynamics SVC,Dynamics SVC,2021-11-29 19:49:18,2014-12-01,63455,Payment Integrity,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63457/413_Aetna HDI Amnd 001 eff 120114.pdf,AMENDMENT NO. 01 TO THE MASTER SERVICES AGREEMENT BETWEEN AETNA LIFE INSURANCE COMPANY AND HEALTH DATA INSIGHTS INC,Clinical Claim Review,Aetna,\baetna\b,413_Aetna HDI Amnd 001 eff 120114.pdf
55199,s3://ml-legal-restricted/contract-docs/55199/Aetna - Amendment No. 9 to PSA (Nov 2014) [55199].pdf,Aetna Life Insurance Company,Amendment,Fully-Executed/Complete,Amendment No. 9 to MSA,Dynamics SVC,ihtech Simko,2019-04-12 15:32:50,2014-11-26,55211,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55199/Aetna - Amendment No. 9 to PSA (Nov 2014) [55199].pdf,AMENDMENT NO. 009 TO PROFESSIONAL SERVICES AGREEMENT,Retrospective Clinical Chart Validation,Aetna,\baetna\b,Aetna - Amendment No. 9 to PSA (Nov 2014) [55199].pdf
67189,s3://ml-legal-restricted/contract-docs/67189/39808_2. ANTHEM Amerigroup CO 583 to SOW 112 112514 (7642).pdf,"Anthem, Inc (WellPoint, Inc.)",Work Order / Change Request,Fully-Executed/Complete,[ELEVANCE- ANTHEM]- Medicaid-LA-CO 1 583 to SOW 112 112514 (CI CID 7642 CO),Dynamics SVC,Dynamics SVC,2022-01-19 04:59:46,2014-11-25,67188,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/67189/39808_2. ANTHEM Amerigroup CO 583 to SOW 112 112514 (7642).pdf,Change Request No. 0583,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,39808_2. ANTHEM Amerigroup CO 583 to SOW 112 112514 (7642).pdf
62343,s3://ml-legal-restricted/contract-docs/62343/Highmark - General Dynamics Information Technology - Amendment - JK - 06232015 - Dynamics_62343.pdf,Highmark Blue Cross Blue Shield,Amendment,Fully-Executed/Complete,Highmark Health Options FWA,Rob Driver,Jeffrey Koslowski,2021-07-12 15:42:54,2014-11-13,55621,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/62343/Highmark - General Dynamics Information Technology - Amendment - JK - 06232015 - Dynamics_62343.pdf,"To the Master Services Agreement Between Highmark, Inc, and GENERAL DYNAMICS INFORMATION TECHNOLOGY STATEMENT OF WORK",Claim Pattern Review,Highmark,\bhighmark\b,Highmark - General Dynamics Information Technology - Amendment - JK - 06232015 - Dynamics_62343.pdf
11863,s3://ml-legal-restricted/contract-docs/00011863/Highmark-client_extract_SLSA (Fully-executed).pdf,Highmark Blue Cross Blue Shield,Amendment,Fully-Executed/Complete,Highmark- Amend 11 to MSA 1 (#06266)- MI,Christina Ciccariello,,2014-09-17 18:33:31,2014-11-13,6266,Performance Analytics,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00011863/Highmark-client_extract_SLSA (Fully-executed).pdf,Amendment No. 11 to the Software License Services Agreement,Medical Intelligence,Highmark,\bhighmark\b,Highmark-client_extract_SLSA (Fully-executed).pdf
12247,s3://ml-legal-restricted/contract-docs/00012247/Kaiser-Alameda Alliance-RQI-NDA-Executed.pdf,Kaiser Permanente of Northern California,NDA,Fully-Executed/Complete,Kaiser-RQI-NDAs for Non-Verisk Contacts-Executed,Dynamics SVC,,2014-11-10 12:58:53,2014-11-10,,Record Import/Clean Up,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00012247/Kaiser-Alameda Alliance-RQI-NDA-Executed.pdf,Confidential Information Agreement,Record Import/Clean Up,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser-Alameda Alliance-RQI-NDA-Executed.pdf
70412,s3://ml-legal-restricted/contract-docs/70412/Alere tob. quit line sat. survey SOW 70 Fully Executed 11182014.pdf,United HealthCare Services,SOW,Fully-Executed/Complete,UHC Alere Tobacco Quit Line SOW 70,Dynamics SVC,Dynamics SVC,2022-12-01 20:17:19,2014-10-31,65699,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/70412/Alere tob. quit line sat. survey SOW 70 Fully Executed 11182014.pdf,Statement of Work 70,Eliza Standard,United,\b(united\s*health( ?care)?|unitedhealth(group)?|uhc)\b,Alere tob. quit line sat. survey SOW 70 Fully Executed 11182014.pdf
63111,s3://ml-legal-restricted/contract-docs/63111/KP - Info Sec Addendum.pdf,Kaiser Permanente of Northern California,Addendum,Fully-Executed/Complete,KP CA Exhibit D Policies & Req's +Exhibit E Data Security Requirements,Sarah Lowdon,Sarah Lowdon,2021-10-26 18:31:37,2014-10-21,13781,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/63111/KP - Info Sec Addendum.pdf,Exhibit D Kaiser Policies & Requirements; Exhibit E Data Security Requirements,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,KP - Info Sec Addendum.pdf
55749,s3://ml-legal-restricted/contract-docs/55749/Kaiser HI- Security Addendum.pdf,Kaiser Permanente of Hawaii,Security Addendum/Exhibit,Fully-Executed/Complete,Kaiser HI- Security Addend 1 to MSA 2- Quality,Dynamics SVC,Brooke Eckstrom,2019-04-25 13:28:22,2014-10-21,17985,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55749/Kaiser HI- Security Addendum.pdf,Exhibit E Data Security Requirement for Supplier,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser HI- Security Addendum.pdf
17985,s3://ml-legal-restricted/contract-docs/00017985/Kaiser MSA ASP SF17985.pdf,Kaiser Permanente of Hawaii,MSA,Fully-Executed/Complete,Kaiser HI- MSA 2- QI,Rich Fox,,2015-11-09 18:38:11,2014-10-21,13781,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00017985/Kaiser MSA ASP SF17985.pdf,Application Service Provider Agreement,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,Kaiser MSA ASP SF17985.pdf
13781,s3://ml-legal-restricted/contract-docs/00013781/KNC - Kaiser N. CA - 2014.10.31_Agreement_QI ASP MSA.pdf,Kaiser Permanente of Northern California,MSA,Fully-Executed/Complete,Kaiser Cali- MSA 1- QI,Mitchell Baum (Non user),,2015-04-16 13:58:55,2014-10-21,,Quality Improvement,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/00013781/KNC - Kaiser N. CA - 2014.10.31_Agreement_QI ASP MSA.pdf,APPLICATION SERVICE PROVIDER AGREEMENT 4041-6896,Quality Intelligence,Kaiser,\bkaiser(\s+permanente)?\b,KNC - Kaiser N. CA - 2014.10.31_Agreement_QI ASP MSA.pdf
66707,s3://ml-legal-restricted/contract-docs/66707/41531_WellPoint SOW 246 MediPartDRefill Depr Med Adh 1114 101614 (7409).pdf,"Anthem, Inc (WellPoint, Inc.)",SOW,Fully-Executed/Complete,[ELEVANCE]- IngenioRx-SOW 246 Med Part D Refill Depression Med Adherence 101614 (CI CID 7409 SOW),Dynamics SVC,Dynamics SVC,2022-01-14 00:08:20,2014-10-16,55948,Population Health Management,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/66707/41531_WellPoint SOW 246 MediPartDRefill Depr Med Adh 1114 101614 (7409).pdf,SOW no. 246,Eliza Standard,Anthem/Elevance,\b(anthem|elevance)\b,41531_WellPoint SOW 246 MediPartDRefill Depr Med Adh 1114 101614 (7409).pdf
55283,s3://ml-legal-restricted/contract-docs/55283/Centene - Statement of Work No. 1 (Oct 2014) [55283].pdf,Centene Corporation,SOW,Fully-Executed/Complete,Statement of Work No. 1,Dynamics SVC,ihtech Simko,2019-04-12 15:33:50,2014-10-06,55281,Payment Accuracy,Client,https://cotiviti.sharepoint.com/sites/crmdocs/avtx_legalcontract/55283/Centene - Statement of Work No. 1 (Oct 2014) [55283].pdf,Statement of Work No. 1 to Master Service Agreement,RCA,Centene,\bcentene\b,Centene - Statement of Work No. 1 (Oct 2014) [55283].pdf
